id,created_at,conversation_id,tweet,retweet_count,like_count,reply_count,quote_count,expanded_url,language,possibly_sensitive,in_reply_to_user_id,username,tweet_en,neutral,positive,negative,sentiment
1408482371171618820,2021-06-25 17:49:00+00:00,1408482371171618820,"Statement from President Higgins following a meeting with Baroness Blood: 

https://t.co/2vKL9BMDZ0 https://t.co/AjXtiNyz2b",4,18,2,1,https://president.ie/en/diary/details/president-receives-baroness-may-blood-and-mr-paul-caskey-from-the-integrated-education-fund-on-a-courtesy-call,en,False,,MichealMartin,"Statement from President Higgins following a meeting with Baroness Blood: 

https://t.co/2vKL9BMDZ0 https://t.co/AjXtiNyz2b",0.908858,0.031839,0.059303,neutral
1408462201439072264,2021-06-25 16:28:51+00:00,1408462201439072264,"Ráiteas ón Uachtarán tar éis Chruinnithe leis an mBanbharún Blood: 

https://t.co/lKP1z2eDAg https://t.co/5Z7eaBNGat",5,17,1,0,https://president.ie/ga/ilmheain-agus-oraidi/eisiuinti-nuachta/statement-from-president-higgins-following-a-meeting-with-baroness-blood,und,False,,MichealMartin,"Ráiteas ón Uachtarán tar éis Chruinnithe leis an mBanbharún Blood: 

https://t.co/lKP1z2eDAg https://t.co/5Z7eaBNGat",0.821156,0.033746,0.145098,neutral
1408408310693388297,2021-06-25 12:54:42+00:00,1408408310693388297,RT @UCDLibrary: During President Higgins' visit to @ucdspeccoll Librarian Evelyn Flanagan showed him a range of unique &amp; important literary…,10,0,0,0,,en,False,,MichealMartin,RT @UCDLibrary: During President Higgins' visit to @ucdspeccoll Librarian Evelyn Flanagan showed him a range of unique &amp; important literary…,0.3218,0.675207,0.002994,positive
1408319860858368001,2021-06-25 07:03:14+00:00,1408319860858368001,"Buailfidh an tUachtarán Ó hUigínn leis an mBanbharún May Blood, Cathaoirleach Fhondúireacht an Oideachais Imeasctha. https://t.co/IgJyGyVytu",1,16,3,0,https://twitter.com/PresidentIRL/status/1408042759433359361,und,False,,MichealMartin,"Buailfidh an tUachtarán Ó hUigínn leis an mBanbharún May Blood, Cathaoirleach Fhondúireacht an Oideachais Imeasctha. https://t.co/IgJyGyVytu",0.842869,0.039415,0.117717,neutral
1408084117552574465,2021-06-24 15:26:29+00:00,1408084117552574465,RT @centralremedial: Students of our LifeSkills &amp; LifeStyle programmes were sent praise and good wishes from @PresidentIRL Michale D. Higgi…,4,0,0,0,,en,False,,MichealMartin,RT @centralremedial: Students of our LifeSkills &amp; LifeStyle programmes were sent praise and good wishes from @PresidentIRL Michale D. Higgi…,0.082005,0.916787,0.001208,positive
1408042759433359361,2021-06-24 12:42:08+00:00,1408042759433359361,"President Higgins will meet Baroness May Blood and Mr. Paul Caskey, of the Integrated Education Fund (@IEFNI), at Áras an Uachtaráin tomorrow.

Read more: https://t.co/2vKL9C4fnA https://t.co/FaUAYSXxyA",5,30,0,1,https://president.ie/en/diary/details/president-receives-baroness-may-blood-and-mr-paul-caskey-from-the-integrated-education-fund-on-a-courtesy-call,en,False,,MichealMartin,"President Higgins will meet Baroness May Blood and Mr. Paul Caskey, of the Integrated Education Fund (@IEFNI), at Áras an Uachtaráin tomorrow.

Read more: https://t.co/2vKL9C4fnA https://t.co/FaUAYSXxyA",0.922571,0.06023,0.0172,neutral
1408022302499999744,2021-06-24 11:20:51+00:00,1408022302499999744,"Taisce lárnach de thaifid d’fhilí agus de scríbhneoirí na hÉireann i mbun léitheoireachta ar a gcuid saothar, agus tugann siad léargas achomair ar an gcomhthéacs agus ar na cúinsí a bhain leis an dán a cheapadh.

https://t.co/a2nfEekwWJ @UCDLibrary https://t.co/h7lmM2YPmR",2,9,1,0,https://president.ie/ga/diary/details/president-contributes-to-the-irish-poetry-reading-archive,cy,False,,MichealMartin,Taice má de threes jfuzt de la Kuzn't dehuzns eh/Nhuznspy.orgi,0.890345,0.045036,0.064619,neutral
1408021619558207488,2021-06-24 11:18:08+00:00,1408021619558207488,"Thug an tUachtarán Ó hUigínn roinnt dánta do Thaisce Aithris Filíochta na hÉirean:

https://t.co/a2nfEekwWJ https://t.co/Vvt9aHmpIc",5,22,1,3,https://president.ie/ga/diary/details/president-contributes-to-the-irish-poetry-reading-archive,fi,False,,MichealMartin,Thug an tUachtarán Ó hUigínn roint dánta do Thaisce Aithris Filiochta na hÉirean: https://t.co/a2nfEekwWJ https://t.co/Vvt9aHmpIc,0.820834,0.044803,0.134362,neutral
1407944999610859521,2021-06-24 06:13:40+00:00,1407944999610859521,"“Ba mhaith liom a rá, cé chomh tógtha atá mé leis an gcaoi ghealgháireach agus stuama a ghlac sibh leis na híobairtí a iarradh oraibh le linn na tréimhse dúshlánaí seo.”

Teachtaireacht speisialta ón Uachtarán do dhaltaí bunscoile iniata:
https://t.co/8CNvm1tWw1 https://t.co/sU8HsXpmDL",6,29,1,1,https://president.ie/ga/ilmheain-agus-oraidi/eisiuinti-nuachta/message-from-president-higgins-for-primary-school-students,und,False,,MichealMartin,"“Ba mhaith liom a rá, cé chomh tógtha atá mé leis an gcaoi ghealgháireach agus stuama a ghlac sibh leis na híobairtí a iarradh oraibh le linn na tréimhse dúshlánaí seo.”

Teachtaireacht speisialta ón Uachtarán do dhaltaí bunscoile iniata:
https://t.co/8CNvm1tWw1 https://t.co/sU8HsXpmDL",0.868231,0.042682,0.089087,neutral
1407941718851395584,2021-06-24 06:00:38+00:00,1407941718851395584,"“May I say how very impressed I have been at the cheerful and responsible way in which you have responded to the sacrifices asked of you throughout this challenging time.”

Message from President Higgins for Primary School Students:
https://t.co/NzWfM1tRCL https://t.co/D6eVn93v2N",12,67,1,3,https://president.ie/en/media-library/news-releases/message-from-president-higgins-for-primary-school-students,en,False,,MichealMartin,"“May I say how very impressed I have been at the cheerful and responsible way in which you have responded to the sacrifices asked of you throughout this challenging time.”

Message from President Higgins for Primary School Students:
https://t.co/NzWfM1tRCL https://t.co/D6eVn93v2N",0.059044,0.937219,0.003737,positive
1407776267856920583,2021-06-23 19:03:12+00:00,1407776267856920583,"In the @UCDLibrary today, President Higgins contributed a number of poems to the Irish Poetry Reading Archive. 

See https://t.co/azyEuWNB9I https://t.co/uoe3DS8I6X",18,122,2,5,https://president.ie/en/diary/details/president-contributes-to-the-irish-poetry-reading-archive,en,False,,MichealMartin,"In the @UCDLibrary today, President Higgins contributed a number of poems to the Irish Poetry Reading Archive. 

See https://t.co/azyEuWNB9I https://t.co/uoe3DS8I6X",0.628013,0.367523,0.004464,neutral
1407729409784791043,2021-06-23 15:57:00+00:00,1407729409784791043,"President Higgins met representatives of @EmbraceFARM, the farm accident support network. 

Read more: 
https://t.co/2uF2plWuSN https://t.co/p965PEZSAQ",9,25,2,1,https://president.ie/en/diary/details/president-higgins-receives-embrace-farm-representatives-on-a-courtesy-call,en,False,,MichealMartin,"President Higgins met representatives of @EmbraceFARM, the farm accident support network. 

Read more: 
https://t.co/2uF2plWuSN https://t.co/p965PEZSAQ",0.798407,0.057471,0.144122,neutral
1407707420500058117,2021-06-23 14:29:37+00:00,1407707420500058117,"Bhuail an tUachtarán Ó hUigínn agus Saidhbhín le hionadaithe Embrace Farm (@EmbraceFARM), gréasán tacaíochta timpiste feirme.

https://t.co/85DXbkPDZs https://t.co/q5Wm7XMqF7",4,15,1,0,https://president.ie/ga/diary/details/president-higgins-receives-embrace-farm-representatives-on-a-courtesy-call,und,False,,MichealMartin,"Bhuail an tUachtarán Ó hUigínn agus Saidhbhín le hionadaithe Embrace Farm (@EmbraceFARM), gréasán tacaíochta timpiste feirme.

https://t.co/85DXbkPDZs https://t.co/q5Wm7XMqF7",0.855419,0.105897,0.038684,neutral
1407599447387906050,2021-06-23 07:20:34+00:00,1407599447387906050,"Yesterday, President Higgins and Sabina invited artist Shane Gillen and Cat O'Broin to Áras an Uachtaráin. https://t.co/8EJfZaw0Jq",14,272,6,3,https://twitter.com/PresidentIRL/status/1407599447387906050/video/1,cy,False,,MichealMartin,"Today, protoul Hquals and Sabd at the artist of artist",0.929503,0.056817,0.01368,neutral
1407406972161363970,2021-06-22 18:35:45+00:00,1407406972161363970,"Teachtaireacht speisialta ón Uachtarán Mícheál D. Ó hUigínn do dhaltaí bunscoile iniata: 

https://t.co/8CNvm1tWw1 https://t.co/Zu3hQjY3Nq",9,37,1,2,https://president.ie/ga/ilmheain-agus-oraidi/eisiuinti-nuachta/message-from-president-higgins-for-primary-school-students,und,False,,MichealMartin,"Teachtaireacht speisialta ón Uachtarán Mícheál D. Ó hUigínn do dhaltaí bunscoile iniata: 

https://t.co/8CNvm1tWw1 https://t.co/Zu3hQjY3Nq",0.837587,0.035318,0.127095,neutral
1407405545057828866,2021-06-22 18:30:04+00:00,1407405545057828866,"""Bain gach sult as an samhradh. Make the most of these long summer days and enjoy yourselves as you spend time with your families and friends.""

Message from President Higgins for Primary School Students: 
https://t.co/NzWfM1tRCL https://t.co/qQT1mC85UM",51,192,5,24,https://president.ie/en/media-library/news-releases/message-from-president-higgins-for-primary-school-students,en,False,,MichealMartin,"""Bain gach sult as an samhradh. Make the most of these long summer days and enjoy yourselves as you spend time with your families and friends.""

Message from President Higgins for Primary School Students: 
https://t.co/NzWfM1tRCL https://t.co/qQT1mC85UM",0.303705,0.678717,0.017578,positive
1407365910797692932,2021-06-22 15:52:35+00:00,1407365910797692932,"Playing James Joyce's guitar.

Guitarist John Feeley, accompanied by singer and Joyce expert Fran O’Rourke, playing “Tho’ The Last Glimpse of Erin” on a guitar owned by James Joyce, and normally only on view in a museum: 
https://t.co/YFHD23IA25",7,26,0,0,https://youtu.be/VOjUihVCUao,en,False,,MichealMartin,"Playing James Joyce's guitar.

Guitarist John Feeley, accompanied by singer and Joyce expert Fran O’Rourke, playing “Tho’ The Last Glimpse of Erin” on a guitar owned by James Joyce, and normally only on view in a museum: 
https://t.co/YFHD23IA25",0.831186,0.142629,0.026186,neutral
1407246168459984899,2021-06-22 07:56:46+00:00,1407246168459984899,"#OnThisDay 100 years ago, Parliament in Northern Ireland was officially opened by King George V.

The #Machnamh100 seminars hosted by President Higgins consider the act of ‘ethical commemoration’ of key events in our history:

https://t.co/72lEbpU7pt

And
https://t.co/RDJ9QhqBFg https://t.co/VuLisW89nm",8,30,2,1,https://www.rte.ie/player/series/machnamh-100-s1-e2/SI0000008075?epguid=PL000006225,en,False,,MichealMartin,"#OnThisDay 100 years ago, Parliament in Northern Ireland was officially opened by King George V.

The #Machnamh100 seminars hosted by President Higgins consider the act of ‘ethical commemoration’ of key events in our history:

https://t.co/72lEbpU7pt

And
https://t.co/RDJ9QhqBFg https://t.co/VuLisW89nm",0.833341,0.151098,0.015561,neutral
1407229364610215938,2021-06-22 06:50:00+00:00,1407229364610215938,"Yesterday, President Higgins met representatives of 'Embrace Farm', the farm accident support network.

Find out more: 
https://t.co/2uF2plWuSN @EmbraceFARM https://t.co/DcgA9hDG0d",5,46,0,0,https://president.ie/en/diary/details/president-higgins-receives-embrace-farm-representatives-on-a-courtesy-call,en,False,,MichealMartin,"Yesterday, President Higgins met representatives of 'Embrace Farm', the farm accident support network.

Find out more: 
https://t.co/2uF2plWuSN @EmbraceFARM https://t.co/DcgA9hDG0d",0.808394,0.13183,0.059776,neutral
1407087630785908749,2021-06-21 21:26:48+00:00,1407087630785908749,"Bhuail an tUachtarán Ó hUigínn le hionadaithe Embrace Farm, gréasán tacaíochta timpiste feirme:

https://t.co/85DXbkPDZs https://t.co/AEggRMzM4f",3,33,1,0,https://president.ie/ga/diary/details/president-higgins-receives-embrace-farm-representatives-on-a-courtesy-call,und,False,,MichealMartin,"Bhuail an tUachtarán Ó hUigínn le hionadaithe Embrace Farm, gréasán tacaíochta timpiste feirme:

https://t.co/85DXbkPDZs https://t.co/AEggRMzM4f",0.875837,0.058,0.066163,neutral
1407044144317407232,2021-06-21 18:34:00+00:00,1407044144317407232,"Objects of Áras an Uachtaráin:

This Seal of Office was issued in 1920 by the Ministry of Foreign Affairs of #Argentina to Mr. Laurence Ginnell MP, as the first diplomatic envoy of Ireland to another country.

Read more: 
https://t.co/YIh1tXi0eF https://t.co/MY7HP2VXCJ",7,43,1,1,http://www.facebook.com/ArasAnUachtarain/posts/4354351167948494,en,False,,MichealMartin,"Objects of Áras an Uachtaráin:

This Seal of Office was issued in 1920 by the Ministry of Foreign Affairs of #Argentina to Mr. Laurence Ginnell MP, as the first diplomatic envoy of Ireland to another country.

Read more: 
https://t.co/YIh1tXi0eF https://t.co/MY7HP2VXCJ",0.890726,0.040973,0.068301,neutral
1407014196923994117,2021-06-21 16:35:00+00:00,1407014196923994117,"Thug Aireacht Gnóthaí Eachtracha na hAirgintíne an Séala Oifige seo don Uasal Laurence Ginnell M.P. sa bhliain 1920, nuair a chuir sé a chuid dintiúr i láthair agus é ar an gcéad toscaire taidhleoireachta de chuid na hÉireann chuig tír eile. 

Níos mó: 
https://t.co/IDuMkUMF84 https://t.co/4ovaXmkijA",3,13,1,1,https://www.facebook.com/ArasAnUachtarain/posts/4354351167948494,und,False,,MichealMartin,"Thug Aireacht Gnóthaí Eachtracha na hAirgintíne an Séala Oifige seo don Uasal Laurence Ginnell M.P. sa bhliain 1920, nuair a chuir sé a chuid dintiúr i láthair agus é ar an gcéad toscaire taidhleoireachta de chuid na hÉireann chuig tír eile. 

Níos mó: 
https://t.co/IDuMkUMF84 https://t.co/4ovaXmkijA",0.857437,0.046381,0.096182,neutral
1406884477889044480,2021-06-21 07:59:32+00:00,1406884477889044480,"Recorded on Bloomsday in Áras an Uachtaráin, a conversation between Colm Tóibín and President Higgins, for the 'Festival of Writing and Ideas' (@Writingandideas):

Video: 
https://t.co/RG9oW8xZqW

Audio:
https://t.co/zlYNwmGSmZ https://t.co/iPikvXApRz",6,17,0,1,http://youtu.be/MdjaTrzgOus,fi,False,,MichealMartin,"Recorded on Bloomsday in Áras an Uachtaráin, a conversion between Colm Tóibín and President Higgins, for the 'Festival of Writing and Ideas' (@Writingandides): Video: https://t.co/RG9oW8xZqW Audio: https://t.co/zlynwGSmZ https://t.co/iPikvXapRz",0.889174,0.083407,0.027419,neutral
1406696100879343625,2021-06-20 19:31:00+00:00,1406696100879343625,"If you missed the #Bloomsday2021 festivities, there is still time to watch the performances at Áras an Uachtaráin, on the RTÉ website, 
and here: 

https://t.co/dFYy7qIBF5 https://t.co/sznHjbJffH",7,51,2,0,https://youtu.be/Bc2LiZfBqVI,en,False,,MichealMartin,"If you missed the #Bloomsday2021 festivities, there is still time to watch the performances at Áras an Uachtaráin, on the RTÉ website, 
and here: 

https://t.co/dFYy7qIBF5 https://t.co/sznHjbJffH",0.596565,0.37993,0.023505,neutral
1406605755634130954,2021-06-20 13:32:00+00:00,1406605755634130954,"Más rud é gur chaill tú amach ar imeachtaí Bloomsday, tá am ann fós le súil a chaitheamh ar na léiriúcháin ag Áras an Uachtaráin ar shuíomh gréasáin RTÉ agus anseo:

https://t.co/dFYy7qIBF5 https://t.co/X6GJfe9n8E",3,33,2,0,https://youtu.be/Bc2LiZfBqVI,und,False,,MichealMartin,"Más rud é gur chaill tú amach ar imeachtaí Bloomsday, tá am ann fós le súil a chaitheamh ar na léiriúcháin ag Áras an Uachtaráin ar shuíomh gréasáin RTÉ agus anseo:

https://t.co/dFYy7qIBF5 https://t.co/X6GJfe9n8E",0.846035,0.041019,0.112946,neutral
1406505433704144896,2021-06-20 06:53:21+00:00,1406505433704144896,"This Thursday on RTÉ One: 
A documentary explaining the statues unveiled by President Higgins in Tasmania, in October 2017.

https://t.co/r3QiM7uC4K https://t.co/NRcwdfTDFO",17,61,2,1,https://president.ie/en/diary/details/president-speaks-at-the-unveiling-of-a-statue-footsteps,en,False,,MichealMartin,"This Thursday on RTÉ One: 
A documentary explaining the statues unveiled by President Higgins in Tasmania, in October 2017.

https://t.co/r3QiM7uC4K https://t.co/NRcwdfTDFO",0.889303,0.070216,0.04048,neutral
1406332454479314954,2021-06-19 19:26:00+00:00,1406332454479314954,"Is féidir leat éisteacht leis an gcomhrá, taifeadta ar Bloomsday in Áras an Uachtaráin, idir Colm Tóibín agus an tUachtarán Ó hUigínn, don ‘Fhéile Scríbhneoireachta agus Smaointe’:

Físeán: https://t.co/MN5tFwvFHa 

Fuaim:
https://t.co/48pDzvbVs6 https://t.co/wrnXCtoMBx",6,33,0,2,https://youtu.be/MdjaTrzgOus,und,False,,MichealMartin,"Is féidir leat éisteacht leis an gcomhrá, taifeadta ar Bloomsday in Áras an Uachtaráin, idir Colm Tóibín agus an tUachtarán Ó hUigínn, don ‘Fhéile Scríbhneoireachta agus Smaointe’:

Físeán: https://t.co/MN5tFwvFHa 

Fuaim:
https://t.co/48pDzvbVs6 https://t.co/wrnXCtoMBx",0.851332,0.045676,0.102992,neutral
1406303616210722822,2021-06-19 17:31:24+00:00,1406303616210722822,RT @dalkeybookfest: Such an honour to welcome President Michael D. Higgins to the Martello Tower  in Dalkey with @davidmcw broadcasting now…,12,0,0,0,,en,False,,MichealMartin,RT @dalkeybookfest: Such an honour to welcome President Michael D. Higgins to the Martello Tower  in Dalkey with @davidmcw broadcasting now…,0.035018,0.964182,0.0008,positive
1406186492880470022,2021-06-19 09:46:00+00:00,1406186492880470022,"Watch:

Recorded on Bloomsday in Áras an Uachtaráin, a conversation between Colm Tóibín and President Higgins, for the 'Festival of Writing and Ideas' (@Writingandideas):

https://t.co/MN5tFwvFHa https://t.co/gMSdTcpB4y",11,39,1,0,https://youtu.be/MdjaTrzgOus,en,False,,MichealMartin,"Watch:

Recorded on Bloomsday in Áras an Uachtaráin, a conversation between Colm Tóibín and President Higgins, for the 'Festival of Writing and Ideas' (@Writingandideas):

https://t.co/MN5tFwvFHa https://t.co/gMSdTcpB4y",0.885561,0.078809,0.03563,neutral
1406158836126343169,2021-06-19 07:56:06+00:00,1406158836126343169,https://t.co/2vC3KdP2p8,42,301,5,2,https://twitter.com/PresidentIRL/status/1406158836126343169/photo/1,und,False,,MichealMartin,https://t.co/2vC3KdP2p8,0.476406,0.271564,0.25203,neutral
1406152015558893574,2021-06-19 07:29:00+00:00,1406152015558893574,"Tonight, 8 pm, on #OireachtasTV,  (and also here: https://t.co/dFYy7qIBF5): 

The performances by actors, singers and musicians invited by President Higgins to celebrate #Bloomsday 2021. https://t.co/jp7sKpemst",14,53,1,0,https://youtu.be/Bc2LiZfBqVI,en,False,,MichealMartin,"Tonight, 8 pm, on #OireachtasTV,  (and also here: https://t.co/dFYy7qIBF5): 

The performances by actors, singers and musicians invited by President Higgins to celebrate #Bloomsday 2021. https://t.co/jp7sKpemst",0.552942,0.442194,0.004864,neutral
1405971307011915776,2021-06-18 19:30:55+00:00,1405971307011915776,RT @StoneybatterPoP: We're very honoured that @PresidentIRL Michael D. Higgins will launch The Virtual #StoneybatterFestival at 8pm with a…,4,0,0,0,,en,False,,MichealMartin,RT @StoneybatterPoP: We're very honoured that @PresidentIRL Michael D. Higgins will launch The Virtual #StoneybatterFestival at 8pm with a…,0.021502,0.977905,0.000593,positive
1405966788605665281,2021-06-18 19:12:58+00:00,1405966788605665281,"""As we slowly, and unevenly, turn the corner on the COVID-19 pandemic, the United Nations will be indispensable in our global recovery, in particular in ensuring that those hit hardest by the pandemic are not the ones left furthest behind in the recovery."" https://t.co/6m23inC8fr",7,28,0,0,https://twitter.com/PresidentIRL/status/1405966602386952192,en,False,,MichealMartin,"""As we slowly, and unevenly, turn the corner on the COVID-19 pandemic, the United Nations will be indispensable in our global recovery, in particular in ensuring that those hit hardest by the pandemic are not the ones left furthest behind in the recovery."" https://t.co/6m23inC8fr",0.626666,0.275337,0.097997,neutral
1405966602386952192,2021-06-18 19:12:14+00:00,1405966602386952192,"President Higgins has written to @UN Secretary General @antonioguterres to congratulate him on his re-appointment. 

The President said the decision ""is testament to the strong and determined leadership"" Mr. Guterres has shown during his first term.",6,42,1,2,,en,False,,MichealMartin,"President Higgins has written to @UN Secretary General @antonioguterres to congratulate him on his re-appointment. 

The President said the decision ""is testament to the strong and determined leadership"" Mr. Guterres has shown during his first term.",0.176695,0.818416,0.004889,positive
1405933019756744704,2021-06-18 16:58:47+00:00,1405933019756744704,"RT @OireachtasNews: #OireachtasTV – To celebrate #Bloomsday 2021, President Higgins hosts performances by actors, singers and musicians dra…",2,0,0,0,,en,False,,MichealMartin,"RT @OireachtasNews: #OireachtasTV – To celebrate #Bloomsday 2021, President Higgins hosts performances by actors, singers and musicians dra…",0.496229,0.500289,0.003482,positive
1405910482075201541,2021-06-18 15:29:14+00:00,1405910482075201541,"President Michael D. Higgins has expressed his condolences on the death of the former President of the Republic of Zambia, Dr. Kenneth Kaunda.

https://t.co/wjJXNuj7Ht",7,26,0,0,https://president.ie/en/media-library/news-releases/statement-by-president-michael-d-higgins-on-the-death-of-dr-kenneth-kaunda-first-president-of-zambia,en,False,,MichealMartin,"President Michael D. Higgins has expressed his condolences on the death of the former President of the Republic of Zambia, Dr. Kenneth Kaunda.

https://t.co/wjJXNuj7Ht",0.804399,0.075384,0.120216,neutral
1405868331714887682,2021-06-18 12:41:44+00:00,1405868331714887682,"“Today, on National Community Radio Day 2021, let us celebrate the strength and beauty of the spoken word, and pay tribute to the valuable role that community radio has in entertaining and empowering all of our citizens.”

https://t.co/lHK5cezjpu https://t.co/LhVJz1Kuvm",4,13,0,1,https://soundcloud.com/presidentirl/audio-message-from-president-michael-d-higgins-on-national-community-radio-day,en,False,,MichealMartin,"“Today, on National Community Radio Day 2021, let us celebrate the strength and beauty of the spoken word, and pay tribute to the valuable role that community radio has in entertaining and empowering all of our citizens.”

https://t.co/lHK5cezjpu https://t.co/LhVJz1Kuvm",0.054352,0.944657,0.000991,positive
1405846785478860800,2021-06-18 11:16:07+00:00,1405846785478860800,"""In towns and villages across the country, community radio plays such a positive role in all our communities.""

On National Community Radio Day, President Higgins has paid tribute to local and community radio stations: 
https://t.co/lHK5cezjpu https://t.co/FARcH8u3qs",2,23,1,4,https://soundcloud.com/presidentirl/audio-message-from-president-michael-d-higgins-on-national-community-radio-day,en,False,,MichealMartin,"""In towns and villages across the country, community radio plays such a positive role in all our communities.""

On National Community Radio Day, President Higgins has paid tribute to local and community radio stations: 
https://t.co/lHK5cezjpu https://t.co/FARcH8u3qs",0.078776,0.919358,0.001867,positive
1405784526580686848,2021-06-18 07:08:44+00:00,1405784526580686848,#ÁrasAnUachtaráin https://t.co/sYTGJfiPfx,148,1419,17,36,https://twitter.com/PresidentIRL/status/1405784526580686848/video/1,und,False,,MichealMartin,#ÁrasAnUachtaráin https://t.co/sYTGJfiPfx,0.790229,0.10018,0.109591,neutral
1405782059549872131,2021-06-18 06:58:55+00:00,1405782059549872131,"Labhair an tUachtarán Ó hUigínn ag seimineár gréasáin i ndil chuimhne ar shaol agus ar shaothar Mike Cooley, innealtóir, scríbhneoir agus ceannaire ceardchumainn a rugadh in Éirinn. 

https://t.co/ch1uE7DeqU #JustTransition https://t.co/DTUrF2qXYe",0,9,0,0,https://president.ie/ga/diary/details/president-addresses-the-legacy-of-mike-cooley-the-future-of-work-and-just-transition-webinar,und,False,,MichealMartin,"Labhair an tUachtarán Ó hUigínn ag seimineár gréasáin i ndil chuimhne ar shaol agus ar shaothar Mike Cooley, innealtóir, scríbhneoir agus ceannaire ceardchumainn a rugadh in Éirinn. 

https://t.co/ch1uE7DeqU #JustTransition https://t.co/DTUrF2qXYe",0.872323,0.054893,0.072783,neutral
1405568437452165123,2021-06-17 16:50:04+00:00,1405568437452165123,"In his meeting with Ambassador Olcay, President Higgins recalled his visit to Gallipoli in 2015, and active links between the two countries, in trade, education, culture and tourism. https://t.co/9j21FPMYAT",3,22,0,0,https://twitter.com/PresidentIRL/status/1405557850638741504,en,False,,MichealMartin,"In his meeting with Ambassador Olcay, President Higgins recalled his visit to Gallipoli in 2015, and active links between the two countries, in trade, education, culture and tourism. https://t.co/9j21FPMYAT",0.560783,0.435397,0.00382,neutral
1405562388162695169,2021-06-17 16:26:02+00:00,1405562388162695169,"Video:
H.E. Ms. Nancy Smyth, Ambassador of Canada presented her Letters of Credence to President Michael D. Higgins at Áras an Uachtaráin on Thursday 17th June.

https://t.co/Q79HIV8VKf

@canadaireland @dfatirl",5,22,0,1,https://youtu.be/qdSDBJ1rhSw,en,False,,MichealMartin,"Video:
H.E. Ms. Nancy Smyth, Ambassador of Canada presented her Letters of Credence to President Michael D. Higgins at Áras an Uachtaráin on Thursday 17th June.

https://t.co/Q79HIV8VKf

@canadaireland @dfatirl",0.924823,0.051305,0.023871,neutral
1405557850638741504,2021-06-17 16:08:00+00:00,1405557850638741504,"Their Excellencies, the Ambassador of the Republic of Turkey, and the Ambassador of the Canada presented their Letters of Credence to the President at Áras an Uachtaráin today.

https://t.co/HvaZyfl3ql https://t.co/T6JcC7CFyZ",5,65,0,4,https://president.ie/en/diary/details/new-ambassadors-present-credentials-jun-21,en,False,,MichealMartin,"Their Excellencies, the Ambassador of the Republic of Turkey, and the Ambassador of the Canada presented their Letters of Credence to the President at Áras an Uachtaráin today.

https://t.co/HvaZyfl3ql https://t.co/T6JcC7CFyZ",0.927135,0.055045,0.01782,neutral
1405537260058013706,2021-06-17 14:46:11+00:00,1405537260058013706,"Chuir a Soilse, Ambasadóir Phoblacht na Tuirce agus Ambasadóir Cheanada a litreacha creidiúnaithe faoi bhráid an Uachtaráin in Áras an Uachtaráin:

https://t.co/hT2fnLEdOC https://t.co/ShsmQUPGzC",5,27,1,1,https://president.ie/ga/diary/details/new-ambassadors-present-credentials-jun-21,hu,False,,MichealMartin,"Chuir a Soilse, Ambasadóir Phoblacht na Tuirce agus Ambasadóir Cheanada a litreacha crediúnaithe faoi bhráid an Uachtarain in Áras an Uachtarain: https://t.co/hT2fnLEDOC https://t.co/ShsmQUPGzC",0.877958,0.041536,0.080506,neutral
1405530282678132753,2021-06-17 14:18:27+00:00,1405530282678132753,"Féach ar, nó léigh, óráid an Uachtaráin faoi #JustTransition anseo: 

https://t.co/ch1uE7lD2k https://t.co/DTUrF29mzE",2,6,0,0,https://president.ie/ga/diary/details/president-addresses-the-legacy-of-mike-cooley-the-future-of-work-and-just-transition-webinar,hu,False,,MichealMartin,"Féach ar, nó légh, your lessons an Uachtaráin faoi #JustTransition anseo: https://t.co/ch1uE7lD2k https://t.co/DTurF29mzE",0.853752,0.054841,0.091407,neutral
1405528124809302019,2021-06-17 14:09:53+00:00,1405528124809302019,RT @Writingandideas: TONIGHT 6:30pm don't miss AN EVENING WITH PRESIDENT MICHAEL D. HIGGINS &amp; COLM TOIBIN. Recorded just yesterday in the Á…,13,0,0,0,,en,False,,MichealMartin,RT @Writingandideas: TONIGHT 6:30pm don't miss AN EVENING WITH PRESIDENT MICHAEL D. HIGGINS &amp; COLM TOIBIN. Recorded just yesterday in the Á…,0.567109,0.42254,0.010351,neutral
1405517211834499077,2021-06-17 13:26:31+00:00,1405517211834499077,"If you missed the #Bloomsday2021 festivities, there is still time to watch the performances at Áras an Uachtaráin, on the RTÉ website, 
and here: https://t.co/FlHaGue5Vj https://t.co/V97jzrocIA",9,25,0,0,https://youtu.be/qtbZfLmChZE,en,False,,MichealMartin,"If you missed the #Bloomsday2021 festivities, there is still time to watch the performances at Áras an Uachtaráin, on the RTÉ website, 
and here: https://t.co/FlHaGue5Vj https://t.co/V97jzrocIA",0.558374,0.419409,0.022218,neutral
