id,created_at,conversation_id,tweet,retweet_count,like_count,reply_count,quote_count,expanded_url,language,possibly_sensitive,in_reply_to_user_id,username,tweet_en,negative,neutral,positive,sentiment
1415972676028583937,2021-07-16 09:52:48+00:00,1415972676028583937,It’s going to be very warm this weekend - many of us enjoy the hot weather but remember to look out for others who may find it more difficult to stay cool and hydrated. Find out more ➡️ https://t.co/kL72AjH7Ot https://t.co/PQheBt4HMq,84,88,5,12,https://www.gov.uk/government/news/heat-health-alert-issued-by-public-health-england,en,False,,UKHSA,It’s going to be very warm this weekend - many of us enjoy the hot weather but remember to look out for others who may find it more difficult to stay cool and hydrated. Find out more ➡️ https://t.co/kL72AjH7Ot https://t.co/PQheBt4HMq,0.52347,0.404092,0.072438,negative
1415970765414014979,2021-07-16 09:45:12+00:00,1415970765414014979,"RT @metoffice: Remember your sun protection if you're spending time outside today and over the #weekend ☀️ 😎

#UV levels will be high or ve…",142,0,0,0,,en,False,,UKHSA,"RT @metoffice: Remember your sun protection if you're spending time outside today and over the #weekend ☀️ 😎

#UV levels will be high or ve…",0.52347,0.404092,0.072438,negative
1415948072048336901,2021-07-16 08:15:02+00:00,1415948072048336901,"#ICYMI | Yesterday we published our weekly #COVID19 surveillance report. 

Read it here: https://t.co/FCcjHmBd7v https://t.co/Q6akeheFsw",7,16,4,0,https://www.gov.uk/government/statistics/national-flu-and-covid-19-surveillance-reports-2021-to-2022-season,en,False,,UKHSA,"#ICYMI | Yesterday we published our weekly #COVID19 surveillance report. 

Read it here: https://t.co/FCcjHmBd7v https://t.co/Q6akeheFsw",0.52347,0.404092,0.072438,negative
1415943317205000192,2021-07-16 07:56:08+00:00,1415943317205000192,"With hot weather on the way, don't forget to keep an eye on people who may not cope so well in the heat. More info: https://t.co/kL72AjH7Ot",49,61,2,8,https://www.gov.uk/government/news/heat-health-alert-issued-by-public-health-england,en,False,,UKHSA,"With hot weather on the way, don't forget to keep an eye on people who may not cope so well in the heat. More info: https://t.co/kL72AjH7Ot",0.52347,0.404092,0.072438,negative
1415695689766559749,2021-07-15 15:32:09+00:00,1415600388074573826,"Even before the pandemic, liver disease was the second biggest cause of premature mortality in England and Wales behind ischaemic heart disease. And it is set to become the leading cause within 2 to 3 years. 

Read more about liver disease in our blog: https://t.co/mLE8XyPhq8",6,13,2,0,https://publichealthmatters.blog.gov.uk/2021/07/15/reducing-liver-death-a-call-to-action/,en,False,41822696.0,UKHSA,"Even before the pandemic, liver disease was the second biggest cause of premature mortality in England and Wales behind ischaemic heart disease. And it is set to become the leading cause within 2 to 3 years. 

Read more about liver disease in our blog: https://t.co/mLE8XyPhq8",0.52347,0.404092,0.072438,negative
1415695686482399235,2021-07-15 15:32:08+00:00,1415600388074573826,"Our report shows an unprecedented increase in alcoholic liver disease deaths. 

In 2020, 5,608 alcoholic liver deaths were recorded in England, a rise of almost 21% compared to 2019. This is substantially above pre-COVID trends

Read our blog: https://t.co/mLE8XyPhq8",11,13,4,2,https://publichealthmatters.blog.gov.uk/2021/07/15/reducing-liver-death-a-call-to-action/,en,False,41822696.0,UKHSA,"Our report shows an unprecedented increase in alcoholic liver disease deaths. 

In 2020, 5,608 alcoholic liver deaths were recorded in England, a rise of almost 21% compared to 2019. This is substantially above pre-COVID trends

Read our blog: https://t.co/mLE8XyPhq8",0.52347,0.404092,0.072438,negative
1415695683785564164,2021-07-15 15:32:08+00:00,1415600388074573826,"...and have no idea they have liver disease. So, if you are drinking on a daily or near daily basis, speak to your GP about this and your liver health.""

Learn more: 
https://t.co/mLE8XyPhq8",4,9,1,0,https://publichealthmatters.blog.gov.uk/2021/07/15/reducing-liver-death-a-call-to-action/,en,False,41822696.0,UKHSA,"...and have no idea they have liver disease. So, if you are drinking on a daily or near daily basis, speak to your GP about this and your liver health.""

Learn more: 
https://t.co/mLE8XyPhq8",0.52347,0.404092,0.072438,negative
1415695681331863554,2021-07-15 15:32:07+00:00,1415600388074573826,"Describing how liver disease develops, Professor Nick Sheron, Institute of Hepatology, Kings College London, said: 

""Liver disease develops silently with no signs or symptoms, like an iceberg, three quarters of cirrhosis patients are undiagnosed... (continued)",5,10,1,0,,en,False,41822696.0,UKHSA,"Describing how liver disease develops, Professor Nick Sheron, Institute of Hepatology, Kings College London, said: 

""Liver disease develops silently with no signs or symptoms, like an iceberg, three quarters of cirrhosis patients are undiagnosed... (continued)",0.52347,0.404092,0.072438,negative
1415689636584820736,2021-07-15 15:08:06+00:00,1415689636584820736,"The #COVID19 Dashboard has been updated: https://t.co/XhspoyTG79

On 15 July, 48,553 new cases and 63 deaths within 28 days of a positive test were reported across the UK.

46,097,464 people have now received the first dose of a #vaccine. 35,341,428 have received a 2nd dose. https://t.co/2plsNSeEEm",83,116,104,57,http://coronavirus.data.gov.uk,en,False,,UKHSA,"The #COVID19 Dashboard has been updated: https://t.co/XhspoyTG79

On 15 July, 48,553 new cases and 63 deaths within 28 days of a positive test were reported across the UK.

46,097,464 people have now received the first dose of a #vaccine. 35,341,428 have received a 2nd dose. https://t.co/2plsNSeEEm",0.52347,0.404092,0.072438,negative
1415685634526572545,2021-07-15 14:52:12+00:00,1415660576982904833,"Responding to this week's surveillance report, our Medical Director, Yvonne Doyle emphasises that the best way to protect yourself from #COVID19 is to have both doses of the vaccine: https://t.co/d72By1rlPy",5,17,5,1,https://twitter.com/PHE_uk/status/1415685634526572545/photo/1,en,False,41822696.0,UKHSA,"Responding to this week's surveillance report, our Medical Director, Yvonne Doyle emphasises that the best way to protect yourself from #COVID19 is to have both doses of the vaccine: https://t.co/d72By1rlPy",0.52347,0.404092,0.072438,negative
1415675041191120907,2021-07-15 14:10:06+00:00,1415675041191120907,"If you’re pregnant, getting both doses of your vaccine is the best way to protect yourself against #COVID19:
https://t.co/7L3VA2Qqw5 @RCObsGyn

Here’s more from PHE Chief Nurse Prof Viv Bennett: https://t.co/3iM8VhRWHo",45,69,16,6,https://www.rcog.org.uk/en/guidelines-research-services/coronavirus-covid-19-pregnancy-and-womens-health/covid-19-vaccines-and-pregnancy/covid-19-vaccines-pregnancy-and-breastfeeding/,en,False,,UKHSA,"If you’re pregnant, getting both doses of your vaccine is the best way to protect yourself against #COVID19:
https://t.co/7L3VA2Qqw5 @RCObsGyn

Here’s more from PHE Chief Nurse Prof Viv Bennett: https://t.co/3iM8VhRWHo",0.52347,0.404092,0.072438,negative
1415660607743922184,2021-07-15 13:12:45+00:00,1415660576982904833,"Our report shows that hospital admission rates for #COVID19 are currently highest in the North West.

Read the full report to learn more:
https://t.co/FCcjHmBd7v https://t.co/iHN5kycEey",11,23,11,1,https://www.gov.uk/government/statistics/national-flu-and-covid-19-surveillance-reports-2021-to-2022-season,en,False,41822696.0,UKHSA,"Our report shows that hospital admission rates for #COVID19 are currently highest in the North West.

Read the full report to learn more:
https://t.co/FCcjHmBd7v https://t.co/iHN5kycEey",0.52347,0.404092,0.072438,negative
1415660600315764740,2021-07-15 13:12:43+00:00,1415660576982904833,"The report shows that hospital admissions for #COVID19 also remain highest in those aged 85 and over.

Read it here:
https://t.co/FCcjHmBd7v https://t.co/1oJygdH23w",10,14,4,4,https://www.gov.uk/government/statistics/national-flu-and-covid-19-surveillance-reports-2021-to-2022-season,en,False,41822696.0,UKHSA,"The report shows that hospital admissions for #COVID19 also remain highest in those aged 85 and over.

Read it here:
https://t.co/FCcjHmBd7v https://t.co/1oJygdH23w",0.52347,0.404092,0.072438,negative
1415660593584001024,2021-07-15 13:12:41+00:00,1415660576982904833,"Our weekly #COVID19 surveillance report also shows that case rates continue to be highest in the North East.

Find out more:
https://t.co/FCcjHmBd7v https://t.co/NFparesnJ1",5,13,2,1,https://www.gov.uk/government/statistics/national-flu-and-covid-19-surveillance-reports-2021-to-2022-season,en,False,41822696.0,UKHSA,"Our weekly #COVID19 surveillance report also shows that case rates continue to be highest in the North East.

Find out more:
https://t.co/FCcjHmBd7v https://t.co/NFparesnJ1",0.52347,0.404092,0.072438,negative
1415660583953784833,2021-07-15 13:12:39+00:00,1415660576982904833,"This week's #COVID19 surveillance report shows case rates continue to be highest in those aged 20-29 years old.

Read the report in full:
https://t.co/FCcjHmBd7v https://t.co/9pJQ6JUoYV",15,22,3,2,https://www.gov.uk/government/statistics/national-flu-and-covid-19-surveillance-reports-2021-to-2022-season,en,False,41822696.0,UKHSA,"This week's #COVID19 surveillance report shows case rates continue to be highest in those aged 20-29 years old.

Read the report in full:
https://t.co/FCcjHmBd7v https://t.co/9pJQ6JUoYV",0.52347,0.404092,0.072438,negative
1415660576982904833,2021-07-15 13:12:37+00:00,1415660576982904833,"We've just published our weekly #COVID19 surveillance report. 

Read it here:
https://t.co/FCcjHmBd7v",13,30,5,6,https://www.gov.uk/government/statistics/national-flu-and-covid-19-surveillance-reports-2021-to-2022-season,en,False,,UKHSA,"We've just published our weekly #COVID19 surveillance report. 

Read it here:
https://t.co/FCcjHmBd7v",0.52347,0.404092,0.072438,negative
1415639327732899845,2021-07-15 11:48:11+00:00,1415639327732899845,The Office for Statistics Regulation has commended the #COVID19 Dashboard for being an example of clear and insightful statistics in their blog and report published yesterday: https://t.co/CFPzeA2FKf https://t.co/cf1BDTTbEa,12,54,2,2,https://osr.statisticsauthority.gov.uk/publication/the-state-of-the-uks-statistical-system-2020-21/pages/8/,en,False,,UKHSA,The Office for Statistics Regulation has commended the #COVID19 Dashboard for being an example of clear and insightful statistics in their blog and report published yesterday: https://t.co/CFPzeA2FKf https://t.co/cf1BDTTbEa,0.52347,0.404092,0.072438,negative
1415621684481118208,2021-07-15 10:38:05+00:00,1415621684481118208,"Having trouble sleeping?

Good-quality sleep makes a big difference to how we feel, mentally &amp; physically, so it's important to get enough.

The #EveryMindMatters website is full of helpful tips and advice: https://t.co/YVYzKSyp8F https://t.co/iaFNtlrz7D",13,27,3,2,http://nhs.uk/every-mind-matters/coronavirus/how-to-fall-asleep-faster-and-sleep-better/,en,False,,UKHSA,"Having trouble sleeping?

Good-quality sleep makes a big difference to how we feel, mentally &amp; physically, so it's important to get enough.

The #EveryMindMatters website is full of helpful tips and advice: https://t.co/YVYzKSyp8F https://t.co/iaFNtlrz7D",0.52347,0.404092,0.072438,negative
1415600388074573826,2021-07-15 09:13:27+00:00,1415600388074573826,"Today, we have published our report on trends in alcohol consumption and harm since the onset of the COVID-19 pandemic.

The report shows an unprecedented acceleration in alcoholic liver disease deaths, likely caused by increased alcohol consumption: https://t.co/BGoUGdY6Uc",212,270,100,109,https://www.gov.uk/government/news/alcoholic-liver-deaths-increased-by-21-during-year-of-the-pandemic,en,False,,UKHSA,"Today, we have published our report on trends in alcohol consumption and harm since the onset of the COVID-19 pandemic.

The report shows an unprecedented acceleration in alcoholic liver disease deaths, likely caused by increased alcohol consumption: https://t.co/BGoUGdY6Uc",0.52347,0.404092,0.072438,negative
1415590356494831618,2021-07-15 08:33:36+00:00,1415590356494831618,"There are steps you can take to reduce the risk of #COVID19:

⏺️ limit close contact with people you don't live with
⏺️ increase close contact gradually
⏺️ meet outdoors where possible
⏺️ let fresh air into homes

Read more:
https://t.co/9RoqPOOfD7 https://t.co/us2CFjK7cv",39,60,21,6,https://gov.uk/government/publications/covid-19-response-summer-2021-roadmap/coronavirus-how-to-stay-safe-and-help-prevent-the-spread,en,False,,UKHSA,"There are steps you can take to reduce the risk of #COVID19:

⏺️ limit close contact with people you don't live with
⏺️ increase close contact gradually
⏺️ meet outdoors where possible
⏺️ let fresh air into homes

Read more:
https://t.co/9RoqPOOfD7 https://t.co/us2CFjK7cv",0.52347,0.404092,0.072438,negative
1415335917095686151,2021-07-14 15:42:32+00:00,1415335917095686151,"Today's update to the #COVID19 Dashboard is experiencing a delay. 

On 14 July 2021, 42,302 new cases and 49 deaths within 28 days of a positive test were reported across the UK.

46,037,090 people have now received the 1st dose of a #vaccine. 35,155,767 have received a 2nd dose.",74,146,94,44,,en,False,,UKHSA,"Today's update to the #COVID19 Dashboard is experiencing a delay. 

On 14 July 2021, 42,302 new cases and 49 deaths within 28 days of a positive test were reported across the UK.

46,037,090 people have now received the 1st dose of a #vaccine. 35,155,767 have received a 2nd dose.",0.52347,0.404092,0.072438,negative
1415327955362975749,2021-07-14 15:10:54+00:00,1415327955362975749,"Today's update to the #COVID19 Dashboard is experiencing a short delay. 

An update is expected soon. Please check back here.",6,47,39,10,,en,False,,UKHSA,"Today's update to the #COVID19 Dashboard is experiencing a short delay. 

An update is expected soon. Please check back here.",0.52347,0.404092,0.072438,negative
1415312127418585091,2021-07-14 14:08:01+00:00,1415312127418585091,"Our latest evidence shows #COVID19 vaccines are as effective at preventing symptomatic disease in the majority of people with underlying health conditions as the rest of the population.

Find out more: https://t.co/4RcVrGtgqm",38,92,34,5,https://www.gov.uk/government/news/covid-19-vaccines-highly-effective-in-most-people-in-clinical-risk-groups,en,False,,UKHSA,"Our latest evidence shows #COVID19 vaccines are as effective at preventing symptomatic disease in the majority of people with underlying health conditions as the rest of the population.

Find out more: https://t.co/4RcVrGtgqm",0.52347,0.404092,0.072438,negative
1415292502807023617,2021-07-14 12:50:02+00:00,1415292502807023617,"For maximum protection against #COVID19, make sure you get both doses of your vaccine.

Find out more about the vaccine: https://t.co/nGXfxIM55P https://t.co/HxdBbnUqYP",20,35,9,3,http://nhs.uk/covidvaccine,en,False,,UKHSA,"For maximum protection against #COVID19, make sure you get both doses of your vaccine.

Find out more about the vaccine: https://t.co/nGXfxIM55P https://t.co/HxdBbnUqYP",0.52347,0.404092,0.072438,negative
1415272371116773379,2021-07-14 11:30:02+00:00,1415272371116773379,"The Couch to 5K app has hit 5 million downloads!

The app helps those who don’t regularly exercise to take positive steps for their health, supporting users to easily track their progress to run 5K.

Learn more: https://t.co/H1udE0Boob https://t.co/OsG0T7AXp7",25,47,5,6,https://www.gov.uk/government/news/couch-to-5k-app-hits-5-million-downloads,en,False,,UKHSA,"The Couch to 5K app has hit 5 million downloads!

The app helps those who don’t regularly exercise to take positive steps for their health, supporting users to easily track their progress to run 5K.

Learn more: https://t.co/H1udE0Boob https://t.co/OsG0T7AXp7",0.52347,0.404092,0.072438,negative
1415245944988241920,2021-07-14 09:45:01+00:00,1415245944988241920,"#ICYMI | Yesterday, the publication of UKHSA's first remit letter outlined the Government’s priorities for the agency for 2021-2022: https://t.co/UipYjHpEgV

Dr Jenny Harries, CEO of UKHSA, reflects on the agency's role in fighting #COVID19 and beyond: https://t.co/jb13TJtgac",7,17,17,2,https://www.gov.uk/government/publications/ukhsa-priorities-in-2021-to-2022/letter-from-lord-bethell-to-dr-jenny-harries-ukhsa-chief-executive,en,False,,UKHSA,"#ICYMI | Yesterday, the publication of UKHSA's first remit letter outlined the Government’s priorities for the agency for 2021-2022: https://t.co/UipYjHpEgV

Dr Jenny Harries, CEO of UKHSA, reflects on the agency's role in fighting #COVID19 and beyond: https://t.co/jb13TJtgac",0.52347,0.404092,0.072438,negative
1415227069684928513,2021-07-14 08:30:01+00:00,1415227069684928513,"Dame Carol Black published her report last week on part two of her independent review of drugs, focusing on drug prevention, treatment and recovery. 

Read more about why we support Dame Carol’s review and welcome its powerful findings in our blog: https://t.co/eEYo8Xb1rR",4,9,1,1,https://publichealthmatters.blog.gov.uk/2021/07/13/dame-carol-blacks-independent-review-of-drugs-prevention-treatment-and-recovery/,en,False,,UKHSA,"Dame Carol Black published her report last week on part two of her independent review of drugs, focusing on drug prevention, treatment and recovery. 

Read more about why we support Dame Carol’s review and welcome its powerful findings in our blog: https://t.co/eEYo8Xb1rR",0.52347,0.404092,0.072438,negative
1415023863247814664,2021-07-13 19:02:33+00:00,1415023863247814664,"RT @CMO_England: As we move to the next stage of the COVID response, it is essential we change behaviour slowly and steadily.

These papers…",892,0,0,0,,en,False,,UKHSA,"RT @CMO_England: As we move to the next stage of the COVID response, it is essential we change behaviour slowly and steadily.

These papers…",0.52347,0.404092,0.072438,negative
1415023747728281601,2021-07-13 19:02:05+00:00,1415023747728281601,"RT @DHSCgovuk: From 19 July, England will move to the next step of the roadmap.

Everyone should be cautious while managing the risks as ca…",49,0,0,0,,en,False,,UKHSA,"RT @DHSCgovuk: From 19 July, England will move to the next step of the roadmap.

Everyone should be cautious while managing the risks as ca…",0.52347,0.404092,0.072438,negative
1414963446312062982,2021-07-13 15:02:29+00:00,1414963446312062982,"The #COVID19 Dashboard has been updated: https://t.co/XhspoyTG79

On 13 July, 36,660 new cases and 50 deaths within 28 days of a positive test were reported across the UK.

45,978,017 people have now received the first dose of a #vaccine. 34,997,491 have received a 2nd dose. https://t.co/EdZsmxFUyw",52,122,63,19,http://coronavirus.data.gov.uk,en,False,,UKHSA,"The #COVID19 Dashboard has been updated: https://t.co/XhspoyTG79

On 13 July, 36,660 new cases and 50 deaths within 28 days of a positive test were reported across the UK.

45,978,017 people have now received the first dose of a #vaccine. 34,997,491 have received a 2nd dose. https://t.co/EdZsmxFUyw",0.52347,0.404092,0.072438,negative
1414947780087406600,2021-07-13 14:00:13+00:00,1414947780087406600,"For maximum protection against #COVID19, make sure you get both doses of your vaccine.

Find out more about the vaccine: https://t.co/nGXfxIM55P https://t.co/OsAEahgz7k",29,46,27,6,http://nhs.uk/covidvaccine,en,False,,UKHSA,"For maximum protection against #COVID19, make sure you get both doses of your vaccine.

Find out more about the vaccine: https://t.co/nGXfxIM55P https://t.co/OsAEahgz7k",0.52347,0.404092,0.072438,negative
1414928857690476544,2021-07-13 12:45:02+00:00,1414928857690476544,"The 5-year action plan to drive down tuberculosis (TB) cases in England has 5 priority areas:

➡️ Recovery from COVID-19
➡️ Prevent TB
➡️ Detect TB
➡️ Control TB disease
➡️ Workforce

Find out more information: https://t.co/fU4k1PyXxk https://t.co/ocltRX8K47",7,25,1,4,https://www.gov.uk/government/news/ukhsa-launches-long-term-action-plan-to-reduce-tuberculosis-in-england,en,False,,UKHSA,"The 5-year action plan to drive down tuberculosis (TB) cases in England has 5 priority areas:

➡️ Recovery from COVID-19
➡️ Prevent TB
➡️ Detect TB
➡️ Control TB disease
➡️ Workforce

Find out more information: https://t.co/fU4k1PyXxk https://t.co/ocltRX8K47",0.52347,0.404092,0.072438,negative
1414904194608283654,2021-07-13 11:07:02+00:00,1414904194608283654,"The publication of UKHSA's first remit letter outlines the Government’s priorities for 2021-2022: https://t.co/UipYjHpEgV

Dr Jenny Harries, CEO of UKHSA, reflects on the agency's role in fighting #COVID19 and beyond: https://t.co/C7nxspyOVS",24,47,10,7,https://www.gov.uk/government/publications/ukhsa-priorities-in-2021-to-2022/letter-from-lord-bethell-to-dr-jenny-harries-ukhsa-chief-executive,en,False,,UKHSA,"The publication of UKHSA's first remit letter outlines the Government’s priorities for 2021-2022: https://t.co/UipYjHpEgV

Dr Jenny Harries, CEO of UKHSA, reflects on the agency's role in fighting #COVID19 and beyond: https://t.co/C7nxspyOVS",0.52347,0.404092,0.072438,negative
1414894882913673223,2021-07-13 10:30:02+00:00,1414894882913673223,"Last week, we announced the first countries that will receive genomic sequencing support through the New Variant Assessment Platform Programme (NVAP): https://t.co/TfdmNNjQuq

Dr Jenny Harries, CEO of the UK Health Security Agency said: https://t.co/BZr1qJc6fm",7,26,6,3,https://www.gov.uk/government/news/phe-to-provide-genomic-sequencing-support-to-partners-across-the-world,en,False,,UKHSA,"Last week, we announced the first countries that will receive genomic sequencing support through the New Variant Assessment Platform Programme (NVAP): https://t.co/TfdmNNjQuq

Dr Jenny Harries, CEO of the UK Health Security Agency said: https://t.co/BZr1qJc6fm",0.52347,0.404092,0.072438,negative
1414865633628631048,2021-07-13 08:33:48+00:00,1414865633628631048,"The UK Health Security Agency's first remit letter sets out the continuing priority of taking forward the fight against #COVID19. 

Read more about the government's priorities for UKHSA: 
https://t.co/cOLFtKrHtN",17,28,9,6,https://www.gov.uk/government/news/uk-health-security-agency-to-have-strengthened-sequencing-and-surveillance-capabilities,en,False,,UKHSA,"The UK Health Security Agency's first remit letter sets out the continuing priority of taking forward the fight against #COVID19. 

Read more about the government's priorities for UKHSA: 
https://t.co/cOLFtKrHtN",0.52347,0.404092,0.072438,negative
1414861463177547778,2021-07-13 08:17:14+00:00,1414861463177547778,"RT @DHSCgovuk: The UK’s first testing megalab, the Rosalind Franklin Laboratory, opens in Leamington Spa today. 
 
The lab will rapidly pro…",90,0,0,0,,en,False,,UKHSA,"RT @DHSCgovuk: The UK’s first testing megalab, the Rosalind Franklin Laboratory, opens in Leamington Spa today. 
 
The lab will rapidly pro…",0.52347,0.404092,0.072438,negative
1414668910880821255,2021-07-12 19:32:06+00:00,1414668910880821255,"RT @BorisJohnson: I cannot say this powerfully or emphatically enough – this pandemic is not over.

It is only thanks to the vaccine progra…",607,0,0,0,,en,False,,UKHSA,"RT @BorisJohnson: I cannot say this powerfully or emphatically enough – this pandemic is not over.

It is only thanks to the vaccine progra…",0.52347,0.404092,0.072438,negative
1414668847022583811,2021-07-12 19:31:51+00:00,1414668847022583811,RT @DHSCgovuk: Health and Social Care Secretary @sajidjavid today confirmed England will take the next step of the roadmap on 19 July and c…,21,0,0,0,,en,False,,UKHSA,RT @DHSCgovuk: Health and Social Care Secretary @sajidjavid today confirmed England will take the next step of the roadmap on 19 July and c…,0.52347,0.404092,0.072438,negative
1414615980282720261,2021-07-12 16:01:46+00:00,1414615980282720261,"RT @10DowningStreet: WATCH LIVE: COVID-19 press conference (12 July 2021)
 
Speakers:
 
⚫  @BorisJohnson, Prime Minister
⚫  Prof Chris Whit…",98,0,0,0,,en,False,,UKHSA,"RT @10DowningStreet: WATCH LIVE: COVID-19 press conference (12 July 2021)
 
Speakers:
 
⚫  @BorisJohnson, Prime Minister
⚫  Prof Chris Whit…",0.52347,0.404092,0.072438,negative
1414602252086620161,2021-07-12 15:07:13+00:00,1414602252086620161,"The #COVID19 Dashboard has been updated: https://t.co/XhspoyTG79

On 12 July, 34,471 new cases and 6 deaths within 28 days of a positive test were reported across the UK.

45,923,721 people have now received the first dose of a #vaccine. 34,872,131 have received a 2nd dose. https://t.co/ogsdLDFTmR",46,93,27,12,http://coronavirus.data.gov.uk,en,False,,UKHSA,"The #COVID19 Dashboard has been updated: https://t.co/XhspoyTG79

On 12 July, 34,471 new cases and 6 deaths within 28 days of a positive test were reported across the UK.

45,923,721 people have now received the first dose of a #vaccine. 34,872,131 have received a 2nd dose. https://t.co/ogsdLDFTmR",0.52347,0.404092,0.072438,negative
1414594662594060288,2021-07-12 14:37:04+00:00,1414594662594060288,"Did you know everyone can get free rapid #COVID19 tests?

Rapid tests can be used if you don't have any symptoms of #coronavirus.

Collect a pack of tests or order them direct to your home &amp; report your results online: https://t.co/DddTnLMp5h https://t.co/wCDAqMy03e",26,21,8,7,http://nhs.uk/conditions/coronavirus-covid-19/testing/get-tested-for-coronavirus/,en,False,,UKHSA,"Did you know everyone can get free rapid #COVID19 tests?

Rapid tests can be used if you don't have any symptoms of #coronavirus.

Collect a pack of tests or order them direct to your home &amp; report your results online: https://t.co/DddTnLMp5h https://t.co/wCDAqMy03e",0.52347,0.404092,0.072438,negative
1414572325979234305,2021-07-12 13:08:18+00:00,1414572325979234305,RT @10DowningStreet: Watch the coronavirus press conference live on our channels at 5pm. https://t.co/VxLwIzumTS,123,0,0,0,https://twitter.com/10DowningStreet/status/1414567296094322688/photo/1,en,False,,UKHSA,RT @10DowningStreet: Watch the coronavirus press conference live on our channels at 5pm. https://t.co/VxLwIzumTS,0.52347,0.404092,0.072438,negative
1414559965914746882,2021-07-12 12:19:11+00:00,1414559578067439621,"Are you a woman aged 16-55 years? 

Have your say! Complete a survey about #reproductive #health and well-being: https://t.co/MkHPf8r8rG https://t.co/tT9HzrwWKu",32,21,3,1,https://snapsurvey.phe.org.uk/reprohealth/,en,False,41822696.0,UKHSA,"Are you a woman aged 16-55 years? 

Have your say! Complete a survey about #reproductive #health and well-being: https://t.co/MkHPf8r8rG https://t.co/tT9HzrwWKu",0.52347,0.404092,0.072438,negative
1414559578067439621,2021-07-12 12:17:39+00:00,1414559578067439621,"In 2018, over 7,500 women took part in our #reproductive health survey. Many told us of their desire for reproductive health problems to be normalised, destigmatised and openly discussed...

Read our blog: https://t.co/H42iSNzX9x",17,25,3,0,https://publichealthmatters.blog.gov.uk/2021/07/09/understanding-disparities-in-reproductive-health/,en,False,,UKHSA,"In 2018, over 7,500 women took part in our #reproductive health survey. Many told us of their desire for reproductive health problems to be normalised, destigmatised and openly discussed...

Read our blog: https://t.co/H42iSNzX9x",0.52347,0.404092,0.072438,negative
1414559363977596929,2021-07-12 12:16:48+00:00,1414559363977596929,"RT @DHSCgovuk: More volunteer stewards are needed to support the #COVID19 vaccine rollout.

We met Rosemary, Donavan, Roger &amp; Michel at the…",26,0,0,0,,en,False,,UKHSA,"RT @DHSCgovuk: More volunteer stewards are needed to support the #COVID19 vaccine rollout.

We met Rosemary, Donavan, Roger &amp; Michel at the…",0.52347,0.404092,0.072438,negative
1414559166765670400,2021-07-12 12:16:01+00:00,1414559166765670400,"RT @NHSEngland: If you've not yet taken up the offer of your #NHSCOVIDVaccine, it's not too late.

Patrick shares his reasons for joining t…",74,0,0,0,,en,False,,UKHSA,"RT @NHSEngland: If you've not yet taken up the offer of your #NHSCOVIDVaccine, it's not too late.

Patrick shares his reasons for joining t…",0.52347,0.404092,0.072438,negative
1414536268067872769,2021-07-12 10:45:01+00:00,1414536268067872769,"Hopping on a bus? Keep your app on. 

The #NHS #COVID19 app lets you know when you’re at risk through Bluetooth contact tracing. 

Keep it on and help stop the spread. 

Learn more: https://t.co/8E1ISnMAoY https://t.co/g5ayqN9aKm",4,15,22,3,http://covid19.nhs.uk,en,False,,UKHSA,"Hopping on a bus? Keep your app on. 

The #NHS #COVID19 app lets you know when you’re at risk through Bluetooth contact tracing. 

Keep it on and help stop the spread. 

Learn more: https://t.co/8E1ISnMAoY https://t.co/g5ayqN9aKm",0.52347,0.404092,0.072438,negative
1414519404424044547,2021-07-12 09:38:01+00:00,1414519404424044547,"Our latest #COVID19 #vaccine surveillance report shows around 30,300 deaths, 46,300 hospitalisations and 8,151,000 infections have now been prevented by the UK COVID-19 vaccination programme. 

Read more: https://t.co/Vbx9OFbZ3T https://t.co/BFtrNFMDYq",85,216,153,27,http://www.gov.uk/government/news/covid-19-vaccine-surveillance-report-published,en,False,,UKHSA,"Our latest #COVID19 #vaccine surveillance report shows around 30,300 deaths, 46,300 hospitalisations and 8,151,000 infections have now been prevented by the UK COVID-19 vaccination programme. 

Read more: https://t.co/Vbx9OFbZ3T https://t.co/BFtrNFMDYq",0.52347,0.404092,0.072438,negative
1414503201307508736,2021-07-12 08:33:38+00:00,1414503201307508736,"#ICYMI | The UK Health Security Agency (UKHSA), working with NHS England (NHSE) has launched a 5-year action plan to drive down tuberculosis (TB) cases in England. 

Find out more: https://t.co/fU4k1PyXxk https://t.co/0KiXwV2VRh",14,34,8,4,https://www.gov.uk/government/news/ukhsa-launches-long-term-action-plan-to-reduce-tuberculosis-in-england,en,False,,UKHSA,"#ICYMI | The UK Health Security Agency (UKHSA), working with NHS England (NHSE) has launched a 5-year action plan to drive down tuberculosis (TB) cases in England. 

Find out more: https://t.co/fU4k1PyXxk https://t.co/0KiXwV2VRh",0.52347,0.404092,0.072438,negative
1414500370320089089,2021-07-12 08:22:23+00:00,1414500370320089089,"RT @DHSCgovuk: #COVID19 restrictions are set to end in England from 19 July.

More info: ▶️ https://t.co/exFcrcVayC

Here is how restrictio…",23,0,0,0,https://www.gov.uk/government/news/prime-minister-sets-out-plan-to-ease-restrictions-at-step-4,en,False,,UKHSA,"RT @DHSCgovuk: #COVID19 restrictions are set to end in England from 19 July.

More info: ▶️ https://t.co/exFcrcVayC

Here is how restrictio…",0.52347,0.404092,0.072438,negative
